id,channel_id,title,description,publishedAt,view_count,like_count,dislike_count,comment_count
z6QNabIhUDE,UCt_4wzTQqmcUvemNkeO0plA,"ASSISTI OS 2 PRIMEIROS EPISÓDIOS DE LOKI, O QUE ACHEI [Sem Spoilers]","marvelbr @disneyplusbr #Publicidade #Loki #disneyplus Loki,da Marvel Studios, está de volta, no Disney+. A partir de hoje, dia 5 ...",2023-10-05T14:30:31Z,217924,27723,0,609
-e5__6sZh9M,UCt_4wzTQqmcUvemNkeO0plA,POR QUE SOM DA LIBERDADE ESTÁ DIVIDINDO OPINIÕES?,"Faça parte do Tube Club, acesse: https://rebrand.ly/s3lro25 Vão me odiar por esse vídeo, mas eu preciso falar disso! O Som da ...",2023-10-03T21:16:42Z,469263,77921,0,7349
-guDnXLra6c,UCt_4wzTQqmcUvemNkeO0plA,VEJA COMO TERMINOU A SÉRIE SMALLVILLE [As Aventuras do Superboy],Eu sei que você assistia Smallville. Mas você lembra como essa série icônica terminou? Lembra do Tom Welling vestindo o ...,2023-10-03T15:07:43Z,372883,42315,0,1598
-ZPvJE6OqLc,UCt_4wzTQqmcUvemNkeO0plA,JOGOS MORTAIS X: TODAS AS ARMADILHAS EXPLICADAS [COM CIÊNCIA],É inegável que Jogos Mortais 10 é um filmaço e acabou trazendo algumas das armadilhas mais casca-grossa da franquia.,2023-10-03T00:16:22Z,512796,49804,0,671
zM4gu2RVGyA,UCt_4wzTQqmcUvemNkeO0plA,"ESSA NÃO! THE OFFICE VAI GANHAR REBOOT, E AS PIADAS?","Conheça o canal Mala Feita: https://www.youtube.com/@malafeitatv Ninguém pediu, mas a série The Office vai ser rebootada.",2023-09-29T22:45:12Z,85513,11882,0,756
u0DSPi_wTFU,UCt_4wzTQqmcUvemNkeO0plA,"O SOM DA LIBERDADE, FILME DO ANO SAIU NO BRASIL! VALE A PENA? [Sem Spoilers]","Link mencionado, acesse: https://www.angel.com/pay-it-forward/sound-of-freedom Sem dúvida O Som da Liberdade é um dos ...",2023-09-23T15:25:30Z,741822,100296,0,6322
3xqARMeI_Ck,UCt_4wzTQqmcUvemNkeO0plA,MEGA ANÁLISE! FILME NO LIMITE DO AMANHÃ,Eu pesquisei a funda TUDO sobre No Limite do Amanhã e eu já adianto – é pra bugar cérebros! Tem referências diretas da 1ª e ...,2023-09-19T14:30:01Z,543738,52526,0,2044
FqKcEoAEnF0,UCt_4wzTQqmcUvemNkeO0plA,PIROU DE VEZ! BLACK MIRROR TEMPORADA 6: O QUE EU ACHEI [Sem Spoilers],Participe agora da Maratona YouTube Fábrica de liberdade: https://bit.ly/3PCGb2e Fazia muito tempo que a gente não tinha ...,2023-06-29T20:47:20Z,93083,10528,0,630
T43qMWbXCfU,UCt_4wzTQqmcUvemNkeO0plA,O FURY SABE QUE A ESPOSA É? QUE EPISÓDIO BOM! Análise Invasão Secreta Ep. 02x01,Gere renda Criando e-books usando Inteligência Artificial e transforme suas ideias em livros digitais: https://ebookgenerator.ai ...,2023-06-28T23:30:05Z,321867,40570,0,1047
rPjFCfSItyQ,UCt_4wzTQqmcUvemNkeO0plA,"ILHA DA CAVEIRA, ASSISTI O ANIME DO MONSTROVERSO! Vale a Pena? [Sem Spoilers]","Estreou no Netflix o anime ILHA DA CAVEIRA, canônica no universo de monstros da Legendary, será que é bom? Godzilla tá no ...",2023-06-27T23:30:09Z,109961,17745,0,401
rPjFCfSItyQ,UCt_4wzTQqmcUvemNkeO0plA,"ILHA DA CAVEIRA, ASSISTI O ANIME DO MONSTROVERSO! Vale a Pena? [Sem Spoilers]","Estreou no Netflix o anime ILHA DA CAVEIRA, canônica no universo de monstros da Legendary, será que é bom? Godzilla tá no ...",2023-06-27T23:30:09Z,109961,17745,0,401
rn6kO9AEJNk,UCt_4wzTQqmcUvemNkeO0plA,"FLASH QUEBRA TODOS OS LIMITES DA VELOCIDADE, SE LIGA!","Flash não está bem das pernas nos cinemas. O filme estreou fraco e despencou nas bilheterias na segunda semana, a maior ...",2023-06-27T20:48:00Z,186613,27894,0,825
cvUadAuu3ew,UCt_4wzTQqmcUvemNkeO0plA,INVASÃO SECRETA: HISTÓRIA COMPLETA [VEJA COMO FOI NOS QUADRINHOS],Hoje você vai sair desse vídeo sabendo tudo o que precisa saber sobre a Invasão Secreta! Como os heróis descobriram o ...,2023-06-27T17:01:26Z,588865,49956,0,904
c676fRrQN9w,UCt_4wzTQqmcUvemNkeO0plA,49 REFERÊNCIAS E EASTER-EGGS DE HOMEM-ARANHA ATRAVÉS DO ARANHAVERSO,"Agora que já deu tempo de muita gente assistir Homem-Aranha Através do Aranhaverso, bora conferir os detalhes, as surpresas ...",2023-06-26T20:30:06Z,375876,34345,0,817
ZUd3OXr8dE4,UCt_4wzTQqmcUvemNkeO0plA,JAMES GUNN SOLTA O VERBO E CONFIRMA MUDANÇAS NO DCU,Cadastre-se na Binance e ganhe US$600 de desconto em taxas: https://accounts.binance.com/pt-BR/register?ref=petjordan O ...,2023-06-26T14:48:12Z,325608,42582,0,899
E8WpAP0Mvig,UCt_4wzTQqmcUvemNkeO0plA,O QUE ESPERAR DO NOVO FILME DO ZACK SNYDER? REBEL MOON,Garanta já sua vaga no Imagineland: https://imagineland.com.br/ Zack Snyder tá prometendo uma nova OBRA-PRIMA de ...,2023-06-25T21:09:30Z,136358,17269,0,390
vQLs0AodZo8,UCt_4wzTQqmcUvemNkeO0plA,O PRÓXIMO GODZILLA VS KONG VAI SER O FIM DO MONSTERVERSE?,"Galera, o Monsterverse tá vivão com esse futuro novo filme do Godzilla vs. Kong que sai em 2024. Mas o que será que vem ...",2023-06-25T14:32:14Z,203822,26596,0,602
PMDwPPCmRd4,UCt_4wzTQqmcUvemNkeO0plA,ASSISTI ELEMENTOS DA PIXAR! REALMENTE FRACASSOU? O que achei [Sem Spoilers],"O novo filme da Disney Pixar já chegou e dividiu opiniões. Tem gente amando Elementos, e tem gente esculachando total.",2023-06-24T23:30:04Z,274067,29749,0,2103
tuEjuRz8NkM,UCt_4wzTQqmcUvemNkeO0plA,GUERRA ENTRE VINGADORES E KANG: MJOLNIR NÃO É BAGUNÇA [Parte 4],"Não está fácil para os Vingadores. O grupo está em começo de carreira, meio perdido, aprendendo a trabalhar em equipe.",2023-06-24T21:00:20Z,81945,14319,0,217
FCaBYvwEUIY,UCt_4wzTQqmcUvemNkeO0plA,VEJA TODAS AS PARTICIPAÇÕES ESPECIAIS EM THE FLASH,"Um dos pontos mais comentados de THE FLASH foram os fan services, as participações especiais, algumas vocês já sabem ...",2023-06-24T17:23:43Z,327090,30887,0,1022
yjVOCgoLcFg,UCt_4wzTQqmcUvemNkeO0plA,TROLLEI MEU PAI COM O MELHOR PRESENTE DE DIAS DOS PAIS,,2023-06-24T16:38:54Z,447853,67521,0,481
1fXcPxNjBwY,UCt_4wzTQqmcUvemNkeO0plA,5 MOTIVOS PARA ASSISTIR INVASÃO SECRETA NO DISNEYPLUS,Assista Invasão Secreta no Disney+: ...,2023-06-23T17:09:25Z,59591,7391,0,86
eJKhHv7DBv0,UCt_4wzTQqmcUvemNkeO0plA,MILES MORALES: QUEM VAI SER O ATOR NO LIVE-ACTION?,Miles Morales é o assunto do momento! Não se fala em outra coisa desde o lançamento de Homem-Aranha: Através do ...,2023-06-23T14:34:29Z,109747,17070,0,739
vqzbgXeMEnU,UCt_4wzTQqmcUvemNkeO0plA,FOI UM ERRO? ASSISTI O RESGATE 2 E VEJA O QUE ACHEI [Sem Spoilers],"Garanta já sua vaga no Imagineland: https://imagineland.com.br/ Resgate 1 conquistou todo mundo, e não dava pra ser diferente ...",2023-06-23T00:15:02Z,292360,39216,0,1973
KlM5i51nRHw,UCt_4wzTQqmcUvemNkeO0plA,QUEM É O SKRULL? O NICK FURY VAI QUERER VINGANÇA! Análise EP. 01x01 Invasão Secreta,Gere renda Criando e-books usando Inteligência Artificial e transforme suas ideias em livros digitais: https://ebookgenerator.ai Tá ...,2023-06-22T21:48:55Z,333665,38949,0,649
_rgrBb4eBdk,UCt_4wzTQqmcUvemNkeO0plA,VEJA COMO TERMINOU O ARROWVERSO DA CW,"O Arrowverso teve um fim bem meia boca, considerando tudo que a gente viu nessa franquia. Apesar da qualidade meio zuada ...",2023-06-22T14:30:21Z,221365,26461,0,597
A9ZmAM0f3lA,UCt_4wzTQqmcUvemNkeO0plA,MORTAL KOMBAT REBOOTOU DE NOVO?! TUDO SOBRE MORTAL KOMBAT 1,"Assine o Nerd ao Cubo: https://bit.ly/3oDkST8 Use o Cupom: EINERD e ganhe R$30,00 de desconto Mortal Kombat 1 foi ...",2023-06-21T14:30:05Z,142230,19042,0,431
XhUUzMmt7iU,UCt_4wzTQqmcUvemNkeO0plA,"VELOZES E FURIOSOS 10 FLOPOU? E AGORA, CANCELOU?","A franquia Velozes e Furiosos começou na humildade. Na boa, ninguém, ninguém imaginava que aquele filme original teria dez ...",2023-06-21T00:00:20Z,489225,53164,0,2707
bZURUwJq-p4,UCt_4wzTQqmcUvemNkeO0plA,VEJA OS PRINCIPAIS LANÇAMENTOS DO TUDUM NETFLIX 2023,Garanta já sua vaga no Imagineland: https://imagineland.com.br/ Acabou de rolar o mega evento da Netflix com novidades de ...,2023-06-20T21:07:37Z,229355,24035,0,513
8mZ0leQGgoQ,UCt_4wzTQqmcUvemNkeO0plA,"KRAVEN, O CAÇADOR VAI SER O MELHOR FILME DO SONY VERSO?! ANÁLISE COMPLETA DO TRAILER!","Será que o melhor filme da Sony tá chegando? Galera, o trailer do Kraven, o Caçador já saiu e tá casca grossa pra caramba!",2023-06-20T15:40:06Z,610378,64311,0,1744
64wunQkolbw,UCt_4wzTQqmcUvemNkeO0plA,FINAL DE TEMPORADA ÉPICO! NEZUKO MUDOU TUDO! - Análise Demon Slayer EP. 11x03,"Eu falei para vocês que se esse episódio não fosse o melhor de todos até agora, vocês poderiam me xingar, não é? Pois é!",2023-06-20T00:00:01Z,211900,29862,0,853
zmOdLPer8lU,UCt_4wzTQqmcUvemNkeO0plA,O HYPE É REAL! LIVE ACTION DE ONE PIECE VAI SER BOM? - Análise do trailer,O trailer do live action de One Piece chegou com os dois pés na porta e fez até o mais descrente dos fãs ter um pouco de ...,2023-06-19T20:42:29Z,740155,76347,0,3402
LhdSj7-jT_c,UCt_4wzTQqmcUvemNkeO0plA,10 PERGUNTAS QUE GUARDIÕES DA GALÁXIA VOL. 3 DEIXOU NO AR,"É triste, eu sei que é duro de aceitar, mas a saga dos Guardiões da Galáxia no UCM acabou com o terceiro filme, a despedida do ...",2023-06-19T00:00:05Z,247800,25480,0,294
99SvfmeNn00,UCt_4wzTQqmcUvemNkeO0plA,PERSONAGENS DE NARUTO QUE NUNCA USAM SUAS MELHORES TÉCNICAS,"Tem um clichê em todo anime: o personagem tem um poder absurdo, mas ao invés de usar logo de cara pra acabar com geral, ...",2023-06-18T20:55:19Z,109080,18322,0,461
ztI9lbR5sT8,UCt_4wzTQqmcUvemNkeO0plA,TRANSFORMERS 8: DIRETOR JÁ TEM IDEIAS PARA NOVO FILME,Garanta já sua vaga no Imagineland: https://imagineland.com.br/ Transformers: O Despertar das Feras estreou chutando bundas.,2023-06-18T14:34:21Z,175067,21954,0,805
-0HWLYaR4Pw,UCt_4wzTQqmcUvemNkeO0plA,"TORNEIO DO PODER VS TORNEIO DAS TREVAS, QUAL O MELHOR?","Sempre que o assunto é Torneio, é impossível não lembrar do torneio do poder, foi um momento muito épico e que ajudou muito ...",2023-06-17T20:30:00Z,153812,23905,0,2196
Ir2q9FsZ4j4,UCt_4wzTQqmcUvemNkeO0plA,VEJA COMO TERMINOU HOMEM ARANHA ANIMATED SERIES - Primeiro Aranhaverso,A série clássica do Homem Aranha dos anos 90 é uma das mais completas que você vai achar por aí. E ela terminou de um jeito ...,2023-06-17T14:30:06Z,306589,37296,0,1916
d_QkHiX66uc,UCt_4wzTQqmcUvemNkeO0plA,TOP 10 MELHORES VARIANTES DO HOMEM ARANHA EM ATRAVÉS DO ARANHAVERSO,"Através do Aranhaverso foi um filmasso, chegou chutando o pau da barraca nos cinemas com trocentas variantes iradíssimas do ...",2023-06-16T23:30:07Z,169152,23767,0,258
0XUgvLbHlvA,UCt_4wzTQqmcUvemNkeO0plA,GENOS DÁ O TROCO EM SAITAMA? Análise Cap. 186 One Punch Man,"Garanta já sua vaga no Imagineland: https://imagineland.com.br/ Galera, Genos tá MUITO casca grossa! Ele deu o troco no ...",2023-06-16T21:36:50Z,327197,46482,0,598
7CgwkQtqHuo,UCt_4wzTQqmcUvemNkeO0plA,THE FLASH É O PIOR FILME DA DC? MINHA OPINIÃO SINCERA [Com SPOILERS],"Gere vídeos, imagens, textos, artigos, anúncios e muito mais: https://copygenerator.ai/oferta-brazil-cp/ O CopyGenerator faz tudo ...",2023-06-16T15:00:26Z,1006593,100099,0,8766
sTE3B_PXN5w,UCt_4wzTQqmcUvemNkeO0plA,"PREOCUPANTE! GREVE DOS ROTEIRISTAS DE HOLLYWOOD ATRASOU TUDO [Marvel, Star Wars, Avatar...]","É oficial, os roteiristas de Hollywood entraram em greve há um mês e tem filmes e séries com a produção paralisada por conta ...",2023-06-15T23:44:29Z,184840,22889,0,693
csn8W1PIuNQ,UCt_4wzTQqmcUvemNkeO0plA,ASSISTI TRANSFORMERS O DESPERTAR DAS FERAS! O QUE EU ACHEI [Sem Spoilers],Tratar a queda capilar é uma forma de cuidar da sua saúde como um todo. Aproveita e usa o cupom exclusivo: EINERDTV e ...,2023-06-15T21:07:14Z,441096,48425,0,1851
XKfo0E0ZfqI,UCt_4wzTQqmcUvemNkeO0plA,MIGUEL O’HARA É UM VAMPIRO QUE MATA HOMENS ARANHA?,Garanta já sua vaga no Imagineland: https://imagineland.com.br/ Você já parou pra pensar que Homem Aranha através do ...,2023-06-15T14:30:11Z,330192,40449,0,798
SFiuqP_Lydw,UCt_4wzTQqmcUvemNkeO0plA,"95% DE APROVAÇÃO, TA CERTO ISSO? THE FLASH É UM SURTO COLETIVO?","Garanta já sua vaga no Imagineland: https://imagineland.com.br/ The Flash tá estreando nessa semana no Brasil, mas muita ...",2023-06-14T20:32:34Z,407487,44977,0,3232
IhE4oTClrKY,UCt_4wzTQqmcUvemNkeO0plA,INVASÃO SECRETA: ANÁLISE DOS 5 PRIMEIROS MINUTOS!,"Garanta já sua vaga no Imagineland: https://imagineland.com.br/ Desconfiança, mentiras, suspense, é TUDO isso que a gente vai ...",2023-06-14T15:30:59Z,220332,27760,0,452
